question,expected_answer,generated_answer,exact_match,semantic_similarity,rouge1,rougeL,bleu,meteor,bert_f1,f1_score
How did Western acts such as The Beatles and The Rolling Stones demonstrate interest in Indian music?,"Renowned Western acts such as The Yardbirds, The Beatles, The Rolling Stones, The Doors and The Byrds were notably influenced by Indian classical music as a way of reinforcing the psychedelia in their music. George Harrison's Ravi Shankar inspired raga rock song ""Norwegian Wood (This Bird Has Flown)"" in 1965 and The Beatles' very public sojourn with the Maharishi Mahesh Yogi at his ashram in Rishikesh in 1968 exemplify this.","Western acts like The Beatles and The Rolling Stones incorporated aspects of Indian music into their music. They used classical Indian instruments like the sitar to create psychedelic 'Eastern' feelings. Examples of this include The Beatles' ""Love You To"" and The Rolling Stones' ""Paint it, Black"".",0,0.5905,0.3419,0.2564,0.0,0.2036,0.2404,0.2526
What musical aspects are emphasized in techno music?,Techno music emphasizes the role of rhythm over other musical aspects.,Techno music emphasizes rhythm over other musical parameters. The design of synthetic timbres and the creative use of music production technology are also important aspects.,0,0.8908,0.5556,0.4444,0.1491,0.7728,0.6391,0.6061
What purpose did the spinet organ serve in the mid-20th century?,"The spinet organ, a product of the mid-20th century, served the same function (domestic context, low cost) that was served by spinet harpsichords and spinet pianos.","The spinet organ served the same purpose as spinet harpsichords and spinet pianos: domestic context and low cost. It physically resembled a small upright piano, and it presented simplified controls and functions. This made it less expensive to produce and less intimidating to learn than other organs.",0,0.9014,0.4595,0.2973,0.0825,0.2843,0.5151,0.2807
What musical styles are combined in Neue Deutsche Todeskunst?,"Neue Deutsche Todeskunst combines music in neo-classical, gothic rock, and darkwave styles.","Neue Deutsche Todeskunst combines music in neo-classical, gothic rock, and darkwave styles. It is based on post-punk, cold wave, and gothic rock, and also incorporates the synthesizer-based new wave sound.",0,0.9234,0.5652,0.5652,0.3666,0.8628,0.7152,0.6316
"According to Simon Chandler, which album is perhaps the definitive mallsoft album?","According to Simon Chandler, Cat System Corp.'s 2014 album Palm Mall is perhaps the definitive mallsoft album.","According to Simon Chandler, Dutch artist Cat System Corp.'s 2014 album Palm Mall is perhaps the definitive mallsoft album. This album is considered a key example of the mallsoft genre. It is based on corporate lounge music and evokes images of shopping malls.",0,0.921,0.5806,0.5806,0.3331,0.7791,0.5752,0.6296
What kind of themes are included in the witch house aesthetic?,"The witch house visual aesthetic includes occultism, witchcraft, shamanism, terror- and horror-inspired themes.","The witch house aesthetic includes occult- and gothic-inspired themes. It also incorporates artworks inspired by terror and horror, collages, photographs, and hidden messages. Common typographic elements in titles include triangles, crosses, and Unicode symbols.",0,0.8845,0.449,0.3673,0.0,0.4203,0.5262,0.3182
What years are indexed with respect to music on this page?,The years 1950 through 1959 are indexed with respect to music.,"The years indexed on this page are from 1950 to 1959. They include music from those years, British music, and Norwegian music.",0,0.8548,0.4848,0.303,0.0,0.3964,0.4428,0.4375
What are some characteristics of death industrial?,"Death industrial is characterized by a dense atmosphere, low-end drones, harsh loops and screamed and/or distorted vocals.","I am sorry, but the provided context does not contain information about the characteristics of death industrial music. Therefore, I am unable to answer your question.",0,0.6842,0.0889,0.0889,0.0,0.1047,0.0553,0.1
What composer premiered First Airphonic Suite for Theremin and Orchestra in 1929?,"Joseph Schillinger composed First Airphonic Suite for Theremin and Orchestra, which premièred in 1929.",Joseph Schillinger premiered First Airphonic Suite for Theremin and Orchestra in 1929. It was performed with the Cleveland Orchestra with Leon Theremin as soloist.,0,0.9338,0.5641,0.5641,0.2396,0.625,0.5733,0.5714
When did electroacoustic music originate?,Electroacoustic music originated around the middle of the 20th century.,"Electroacoustic music originated around the middle of the 20th century. It followed the incorporation of electronic sound production into formal compositional practice. Early developments were associated with the Groupe de recherches musicales, the Studio for Electronic Music in Cologne, and the Columbia-Princeton Electronic Music Center.",0,0.8765,0.3571,0.3571,0.1938,0.5511,0.4788,0.4091
What is another name for dirty rap?,"Dirty rap is also known as porno rap, porn rap, sex rap, booty rap, or pornocore.","Dirty rap is also known as porno rap, porn rap, sex rap, booty rap, or pornocore. It is a subgenre of hip hop music with sexually explicit lyrical content. The lyrics are often graphic and explicit.",0,0.9552,0.6154,0.6154,0.4193,0.886,0.7129,0.5778
Where is Country and Irish music especially popular?,It is especially popular in the rural Midlands and North-West of the country.,"Country music is culturally ingrained in the prairie provinces, the British Columbia Interior, Northern Ontario, and in Atlantic Canada. Traditional music in Newfoundland remains unique and Irish in nature. Traditional musicians in other parts of the region may play both genres interchangeably.",0,0.3235,0.25,0.2143,0.0,0.2682,0.2518,0.2222
Who coined the term 'algorave' and when?,Alex McLean of Slub and Nick Collins coined the word 'algorave' in 2011.,"The word ""algorave"" was coined in 2011 by Alex McLean of Slub and Nick Collins. The first event under that name was organized in London, England.",0,0.8812,0.6667,0.4615,0.197,0.6556,0.6476,0.5556
"What is a bocal, and why is it used with larger recorders?","A bocal may be used to allow the player to blow into the recorder while maintaining a comfortable hand position. This is needed because When playing a larger recorder, a player may not be able to simultaneously reach the keys or tone holes with the fingers and reach the windway with the mouth.",A bocal is a device that allows the player to blow into the recorder while maintaining a comfortable hand position. It is used with larger recorders because the player may not be able to simultaneously reach the keys or tone holes with their fingers and reach the windway with their mouth.,0,0.9463,0.8462,0.7692,0.5889,0.7738,0.7699,0.8421
Name 3 prominent British artists that crossed over from the dance music world to alternative in the post-Madchester-era.,"The Prodigy, Fatboy Slim and the Chemical Brothers are prominent examples of British artists who crossed over from the dance music world to alternative in the post-Madchester-era.","The Prodigy, Fatboy Slim, and the Chemical Brothers are prominent examples of British artists who crossed over from dance music to alternative in the post-Madchester era. Their releases primarily fell under the big beat music genre in the mid-1990s. The Prodigy had the first international alternative dance hit.",0,0.948,0.7089,0.6835,0.3641,0.7732,0.7472,0.6774
What is Rasteirinha?,"Rasteirinha or Ragga funk is a subgenre of funk carioca that takes large influence from samba and axé, and adopts Caribbean grooves derived from reggaeton and dancehall.","Rasteirinha, also known as Raggafunk, is a subgenre of funk carioca. It is a slower style of Rio de Janeiro funk that rests around 96 BPM and incorporates influences from reggaeton and axé. ""Fuleragem"" by MC WM is a well-known song in the Rasteirinha genre.",0,0.7405,0.411,0.3288,0.1127,0.3487,0.3765,0.3279
What are some common themes found in bluegrass tunes?,"Bluegrass tunes often take the form of narratives on the everyday lives of the people whence the music came, including laments about loves lost, interpersonal tensions, unwanted changes to the region, and the hardscrabble existence of living in Appalachia.","Bluegrass tunes often narrate everyday life, including laments about lost loves, interpersonal tensions, and changes in the region. They also frequently reference the hardscrabble existence of living in Appalachia and other rural areas. Railroading and protest music about the Appalachian coal mining industry are also popular themes.",0,0.9257,0.5581,0.4651,0.1703,0.4651,0.6,0.5
What musical elements were removed from Honky Tonk to create the Nashville Sound?,"Fiddles, steel guitar, nasal lead vocals","The provided text does not explicitly state which musical elements were removed from Honky Tonk to create the Nashville Sound. However, the text does say that the Nashville sound de-emphasized instrumental soloing in favor of trademark ""licks"".",0,0.4147,0.0,0.0,0.0,0.0,-0.1044,0.0
What is the role of tala in Indian classical music?,The tala measures the time cycle.,"In Indian classical music, tala is a metrical framework that measures musical time. It is a structure of beats that repeats cyclically throughout a song or dance segment. The tala provides a time cycle, while the raga forms the melodic structure.",0,0.7345,0.2553,0.2128,0.0,0.2632,0.2656,0.2105
